Accession,Pangolin,Length,Country,Collection_Date,Year,Month,Day
OU798969,B.1.1.189,29866,United Kingdom,2020-04-27,2020,4,27
OU799001,B.1.1.37,29903,United Kingdom,2020-12-15,2020,12,15
OU799095,B.1.1.7,29884,United Kingdom,2020-10-30,2020,10,30
OU799131,B.1.1.309,29891,United Kingdom,2020-10-03,2020,10,3
OU799265,B.39,29902,United Kingdom,2020-04-08,2020,4,8
OU799353,B.1.177.87,29867,United Kingdom,2020-11-18,2020,11,18
OU799446,B.1.177.15,29902,United Kingdom,2020-10-08,2020,10,8
OU799451,B.1.177.16,29903,United Kingdom,2021-01-04,2021,1,4
OU799466,B.1.389,29899,United Kingdom,2020-10-28,2020,10,28
OU799470,B.1.250,29867,United Kingdom,2020-04-08,2020,4,8
OU799543,B.1,29903,United Kingdom,2021-02-22,2021,2,22
OU799544,B.1.1.1,29873,United Kingdom,2020-06-05,2020,6,5
OU799559,AV.1,29885,United Kingdom,2021-06-18,2021,6,18
OU799597,B.1.1.487,29898,United Kingdom,2020-11-21,2020,11,21
OU799600,B.1.177.58,29903,United Kingdom,2020-12-16,2020,12,16
OU799639,B.1.1.311,29903,United Kingdom,2020,2020,1,1
OU799644,B.1.1.25,29903,United Kingdom,2020,2020,1,1
OU799707,B.1.1.51,29867,United Kingdom,2020-09-16,2020,9,16
OU799721,B.1.177.16,29866,United Kingdom,2020-11-07,2020,11,7
OU799778,B.1.1.308,29893,United Kingdom,2020-09-16,2020,9,16
OU799793,B.1.36.2,29866,United Kingdom,2020,2020,1,1
OU799840,B.1.1.3,29873,United Kingdom,2020-06-03,2020,6,3
OU799970,B.1.1.286,29865,United Kingdom,2020-09-16,2020,9,16
OU800078,B.1.1.243,29901,United Kingdom,2020-09-16,2020,9,16
OU800080,AY.120,29890,United Kingdom,2021-05-30,2021,5,30
OU800131,B.1.177.9,29893,United Kingdom,2020-11-05,2020,11,5
OU800173,B.1.177.7,29873,United Kingdom,2020-11-21,2020,11,21
OU800175,B.1.408,29891,United Kingdom,2020-12-05,2020,12,5
OU800244,W.4,29898,United Kingdom,2020-11-12,2020,11,12
OU800385,B.1.177.17,29866,United Kingdom,2020-09-16,2020,9,16
OU800500,B.1.177.17,29903,United Kingdom,2020,2020,1,1
OU800520,B.1.201,29873,United Kingdom,2020-07-05,2020,7,5
OU800541,B.1.177.20,29865,United Kingdom,2020,2020,1,1
OU800621,C.35,29901,United Kingdom,2020-11-24,2020,11,24
OU800804,B.1.177.16,29866,United Kingdom,2020-10-12,2020,10,12
OU800808,B.1.177.6,29865,United Kingdom,2020-11-12,2020,11,12
OU800852,B.1.105,29866,United Kingdom,2020-05-01,2020,5,1
OU800908,B.1.160,29903,United Kingdom,2020-12-15,2020,12,15
OU800967,B.1.1.170,29902,United Kingdom,2020-10-08,2020,10,8
OU800973,B.1.177.15,29903,United Kingdom,2020-11-12,2020,11,12
OU800975,B.1.1.434,29887,United Kingdom,2020-11-12,2020,11,12
OU801000,B.1.160,29903,United Kingdom,2020,2020,1,1
OU801005,B.1.177.87,29903,United Kingdom,2021-01-12,2021,1,12
OU801036,B.1.1.67,29865,United Kingdom,2020-11-12,2020,11,12
OU801105,B.1.221,29864,United Kingdom,2020-10-29,2020,10,29
OU801112,B.1.177.20,29865,United Kingdom,2020-10-27,2020,10,27
OU801118,B.52,29862,United Kingdom,2020-04-14,2020,4,14
OU801257,B.1.391,29866,United Kingdom,2020-04-20,2020,4,20
OU801276,B.1.351,29885,United Kingdom,2020,2020,1,1
OU801341,B.1.1.12,29873,United Kingdom,2020-11-21,2020,11,21
OU801408,B.1.177.69,29897,United Kingdom,2020-10-24,2020,10,24
OU801516,B.1.1.241,29866,United Kingdom,2020-09-14,2020,9,14
OU801550,B.1.177.48,29902,United Kingdom,2020-10-30,2020,10,30
OU801599,AY.11,29890,United Kingdom,2021-07-15,2021,7,15
OU801789,B.33,29871,United Kingdom,2020-05-10,2020,5,10
OU801905,B.1.177.18,29873,United Kingdom,2020-10-17,2020,10,17
OU801966,B.1.1.138,29903,United Kingdom,2020-08-05,2020,8,5
OU802030,B.1.1.198,29873,United Kingdom,2020-08-24,2020,8,24
OU802118,AY.46.6,29890,United Kingdom,2021-08-31,2021,8,31
OU802150,B.1.1.279,29866,United Kingdom,2020,2020,1,1
OU802288,B.1.1.1,29882,United Kingdom,2020-10-30,2020,10,30
OU802379,B.1.1.147,29873,United Kingdom,2020-06-25,2020,6,25
OU802381,B.1.160.23,29899,United Kingdom,2020-09-20,2020,9,20
OU802594,B.1.1.41,29873,United Kingdom,2020-05-04,2020,5,4
OU802614,P.1.16,29898,United Kingdom,2021-05-26,2021,5,26
OU802629,B.1.1.196,29873,United Kingdom,2020-10-08,2020,10,8
OU802673,B.1.36.7,29896,United Kingdom,2020-11-12,2020,11,12
OU802748,B.1.1.372,29903,United Kingdom,2020-08-08,2020,8,8
OU802953,AY.88,29890,United Kingdom,2021-06-27,2021,6,27
OU803019,B.1.1.279,29867,United Kingdom,2020-09-16,2020,9,16
OU803036,B.1.225,29864,United Kingdom,2020,2020,1,1
OU803106,B.1.177.54,29905,United Kingdom,2021-02-05,2021,2,5
OU803107,B.1.258.2,29903,United Kingdom,2020-10-08,2020,10,8
OU803176,B.1.1.277,29860,United Kingdom,2020-11-12,2020,11,12
OU803207,B.40,29896,United Kingdom,2020-08-31,2020,8,31
OU803230,W.3,29899,United Kingdom,2020-10-05,2020,10,5
OU803270,B.1.221.1,29903,United Kingdom,2020,2020,1,1
OU803382,B.1.1.318,29873,United Kingdom,2021-02-08,2021,2,8
OU803395,B.1.177.5,29903,United Kingdom,2021-02-08,2021,2,8
OU803430,B.29,29875,United Kingdom,2020-04-22,2020,4,22
OU803529,B.1.177.11,29902,United Kingdom,2020-09-16,2020,9,16
OU803560,B.29,29903,United Kingdom,2020,2020,1,1
OU803650,B.1.1.351,29867,United Kingdom,2020-12-01,2020,12,1
OU803666,B.1.610,29899,United Kingdom,2020-10-29,2020,10,29
OU803752,AY.87,29896,United Kingdom,2021-05-31,2021,5,31
OU803760,B.1.1.147,29866,United Kingdom,2020-05-13,2020,5,13
OU803820,B.1.160.7,29890,United Kingdom,2020-10-27,2020,10,27
OU803893,B.1.177.75,29873,United Kingdom,2020-10-29,2020,10,29
OU803943,B.1.36.23,29867,United Kingdom,2020-10-07,2020,10,7
OU803969,B.1.160,29873,United Kingdom,2020-11-20,2020,11,20
OU804215,B.1.36.24,29865,United Kingdom,2020-10-29,2020,10,29
OU804283,AY.8,29896,United Kingdom,2020,2020,1,1
OU804359,B.1.411,29903,United Kingdom,2021-02-09,2021,2,9
OU804364,B.1.177.56,29900,United Kingdom,2020-09-16,2020,9,16
OU804445,B.1.105,29903,United Kingdom,2020-04-30,2020,4,30
OU804566,AY.4.5,29890,United Kingdom,2021-07-15,2021,7,15
OU804602,B.1.36.2,29903,United Kingdom,2021-01-02,2021,1,2
OU804685,B.1.523,29903,United Kingdom,2020-11-12,2020,11,12
OU804732,B.1.1.240,29879,United Kingdom,2020-09-29,2020,9,29
OU804783,AY.125,29890,United Kingdom,2021-09-01,2021,9,1
OU804856,B.1.367,29899,United Kingdom,2020-10-09,2020,10,9
OU804919,B.1,29873,United Kingdom,2020-12-05,2020,12,5
OU804923,B.1.177.19,29903,United Kingdom,2020-12-21,2020,12,21
OU805101,B.1.1.500,29865,United Kingdom,2020-09-22,2020,9,22
OU805139,B.1.93,29886,United Kingdom,2020,2020,1,1
OU805140,B.1.177.56,29903,United Kingdom,2020,2020,1,1
OU805196,B.1.540,29866,United Kingdom,2020-11-24,2020,11,24
OU805343,C.35,29865,United Kingdom,2020-12-04,2020,12,4
OU805387,B.1.36.39,29864,United Kingdom,2020-10-23,2020,10,23
OU805403,B.1.351,29885,United Kingdom,2021-02-05,2021,2,5
OU805551,B.23,29900,United Kingdom,2020,2020,1,1
OU805616,AY.4.9,29890,United Kingdom,2021-08-28,2021,8,28
OU805681,B.1.177.87,29893,United Kingdom,2020-09-29,2020,9,29
OU805725,B.1.1.523,29897,United Kingdom,2021-05-26,2021,5,26
OU805803,B.39,29867,United Kingdom,2020-03-23,2020,3,23
OU806152,B.1.177.2,29887,United Kingdom,2020-11-12,2020,11,12
OU806155,B.1.1.255,29872,United Kingdom,2020-10-05,2020,10,5
OU806162,AD.2,29901,United Kingdom,2020,2020,1,1
OU806364,B.1.1.277,29901,United Kingdom,2020-10-01,2020,10,1
OU806566,B.1.201,29903,United Kingdom,2020,2020,1,1
OU806602,B.1.2,29903,United Kingdom,2020,2020,1,1
OU806639,B.1.1,29903,United Kingdom,2020-07-31,2020,7,31
OU806683,B.1.177.56,29892,United Kingdom,2020-11-05,2020,11,5
OU806801,B.1.105,29872,United Kingdom,2020-03-06,2020,3,6
OU806810,B.1.1.372,29901,United Kingdom,2020-10-05,2020,10,5
OU806851,B.1.177.44,29875,United Kingdom,2020-11-20,2020,11,20
OU806995,AP.1,29899,United Kingdom,2020-10-09,2020,10,9
OU807014,B.1.36.9,29881,United Kingdom,2020,2020,1,1
OU807204,AY.4,29890,United Kingdom,2020-10-27,2020,10,27
OU807255,AY.4.4,29890,United Kingdom,2021-09-13,2021,9,13
OU807282,B.1.160.23,29891,United Kingdom,2020-10-05,2020,10,5
OU807329,B.1.610,29865,United Kingdom,2020-09-29,2020,9,29
OU807506,B.3,29903,United Kingdom,2020,2020,1,1
OU807558,B.1.258,29894,United Kingdom,2020-12-11,2020,12,11
OU807634,B.1.1.303,29899,United Kingdom,2020-09-15,2020,9,15
OU807751,B.1.221,29901,United Kingdom,2020-12-09,2020,12,9
OU807854,B.1.1.255,29903,United Kingdom,2020-08-05,2020,8,5
OU807878,AA.5,29903,United Kingdom,2021-02-15,2021,2,15
OU807898,B.1.1.274,29865,United Kingdom,2020-10-24,2020,10,24
OU808029,B.1.160.7,29887,United Kingdom,2020-11-21,2020,11,21
OU808212,B.1.36.17,29903,United Kingdom,2020-08-03,2020,8,3
OU808224,W.4,29897,United Kingdom,2020-09-29,2020,9,29
OU808267,B.1.1.88,29866,United Kingdom,2020-04-28,2020,4,28
OU808276,B.1.177.52,29901,United Kingdom,2020-10-29,2020,10,29
OU808390,B.1.177.55,29903,United Kingdom,2020-11-19,2020,11,19
OU808404,P.2,29903,United Kingdom,2020-12-20,2020,12,20
OU808414,C.30,29870,United Kingdom,2020-10-05,2020,10,5
OU808463,B.1.1.1,29903,United Kingdom,2020-09-28,2020,9,28
OU808475,B.1.391,29873,United Kingdom,2020-05-01,2020,5,1
OU808542,AY.90,29895,United Kingdom,2021-05-31,2021,5,31
OU808576,B.1.1.165,29894,United Kingdom,2020-10-05,2020,10,5
OU808637,B.1.160,29900,United Kingdom,2021-02-03,2021,2,3
OU808679,AY.44,29890,United Kingdom,2021-09-08,2021,9,8
OU808742,AY.46.5,29890,United Kingdom,2021-05-31,2021,5,31
OU808752,B,29903,United Kingdom,2020,2020,1,1
OU808766,B.1.222,29873,United Kingdom,2020-04-08,2020,4,8
OU808811,B.1.1.10,29866,United Kingdom,2020-05-01,2020,5,1
OU809024,B.1.408,29903,United Kingdom,2021-01-12,2021,1,12
OU809058,B.1.471,29887,United Kingdom,2020-10-07,2020,10,7
OU809063,AY.58,29896,United Kingdom,2021-09-08,2021,9,8
OU809179,B.1.351,29885,United Kingdom,2021-05-27,2021,5,27
OU809362,B.1.36.9,29900,United Kingdom,2020-09-27,2020,9,27
OU809451,AY.4.6,29890,United Kingdom,2021-09-04,2021,9,4
OU809453,B.1.258.10,29895,United Kingdom,2020-10-09,2020,10,9
OU809577,B.1.1.369,29903,United Kingdom,2020-07-28,2020,7,28
OU809617,B.1.1.189,29872,United Kingdom,2020-05-21,2020,5,21
OU809714,B.1.1.115,29873,United Kingdom,2020-07-04,2020,7,4
OU809796,B.1.221,29873,United Kingdom,2020-11-30,2020,11,30
OU809888,Q.1,29885,United Kingdom,2021-02-07,2021,2,7
OU809895,B.1.36.7,29900,United Kingdom,2020-12-27,2020,12,27
OU810158,B.1.218,29868,United Kingdom,2020-11-15,2020,11,15
OU810323,B.1.177.40,29903,United Kingdom,2020,2020,1,1
OU810381,B.1.1.255,29901,United Kingdom,2020-09-16,2020,9,16
OU810459,B.1.1.89,29880,United Kingdom,2020-04-08,2020,4,8
OU810488,B.1.177.8,29900,United Kingdom,2020-09-27,2020,9,27
OU810616,AY.46,29890,United Kingdom,2021-05-30,2021,5,30
OU810719,B.1.1.189,29893,United Kingdom,2020-09-16,2020,9,16
OU810766,B.1.1.164,29903,United Kingdom,2020-04-18,2020,4,18
OU810769,B.1.1.37,29903,United Kingdom,2020,2020,1,1
OU810776,B.1.177.65,29892,United Kingdom,2020-10-24,2020,10,24
OU810777,B.1.408,29867,United Kingdom,2020-11-23,2020,11,23
OU810789,AK.1,29886,United Kingdom,2020-10-24,2020,10,24
OU810935,B.1.1.369,29903,United Kingdom,2020-08-08,2020,8,8
OU811139,B.1.362.2,29867,United Kingdom,2020-09-16,2020,9,16
OU811173,C.36,29866,United Kingdom,2020-07-04,2020,7,4
OU811233,B.1.177,29903,United Kingdom,2020-08-07,2020,8,7
OU811392,B.1.1.171,29903,United Kingdom,2020-07-15,2020,7,15
OU811561,B.1.177.65,29903,United Kingdom,2020-12-20,2020,12,20
OU811687,B.1.1.240,29897,United Kingdom,2020,2020,1,1
OU811842,B.1.1.286,29883,United Kingdom,2020-11-12,2020,11,12
OU811850,B.1.1.204,29866,United Kingdom,2020-09-16,2020,9,16
OU811852,B.28,29873,United Kingdom,2020-03-23,2020,3,23
OU812048,B.1.1.44,29867,United Kingdom,2020-09-16,2020,9,16
OU812128,B.1.177.69,29873,United Kingdom,2020-09-16,2020,9,16
OU812194,AY.42,29890,United Kingdom,2021-08-24,2021,8,24
OU812259,B.1.177.33,29873,United Kingdom,2020-10-15,2020,10,15
OU812376,B.1.177.5,29901,United Kingdom,2020-09-28,2020,9,28
OU812446,B.1.1.311,29826,United Kingdom,2020-12-01,2020,12,1
OU812476,AY.8,29890,United Kingdom,2021-05-31,2021,5,31
OU812727,B.1.177.20,29901,United Kingdom,2020-11-20,2020,11,20
OU812782,B.1.469,29877,United Kingdom,2020-11-21,2020,11,21
OU812802,B.1.36,29903,United Kingdom,2020-11-12,2020,11,12
OU813041,B.1.391,29902,United Kingdom,2020-03-23,2020,3,23
OU813087,B.1.177.7,29903,United Kingdom,2021-02-08,2021,2,8
OU813196,B.1.258.3,29901,United Kingdom,2020-09-30,2020,9,30
OU813280,B.1.1.3,29893,United Kingdom,2020-04-29,2020,4,29
OU813348,B.1.258,29897,United Kingdom,2021-02-19,2021,2,19
OU813469,B.1.258.12,29897,United Kingdom,2020-10-04,2020,10,4
OU813495,B.1.258,29875,United Kingdom,2020,2020,1,1
OU813554,B.1.93,29866,United Kingdom,2020-03-24,2020,3,24
OU813701,B.1.177.57,29903,United Kingdom,2021-02-11,2021,2,11
OU813703,B.1.1.28,29865,United Kingdom,2020-04-09,2020,4,9
OU813989,B.1.525,29830,United Kingdom,2021-02-14,2021,2,14
OU814089,B.1.177.19,29899,United Kingdom,2020-11-04,2020,11,4
OU814143,B.1.258,29903,United Kingdom,2021-01-20,2021,1,20
OU814162,AY.65,29890,United Kingdom,2021-05-27,2021,5,27
OU814359,B.1.1.434,29901,United Kingdom,2020-09-29,2020,9,29
OU814405,B.1.1.301,29903,United Kingdom,2020-07-09,2020,7,9
OU814685,B.1.1,29899,United Kingdom,2020-08-07,2020,8,7
OU814817,B.1.177.58,29903,United Kingdom,2021-02-10,2021,2,10
OU815065,B.1.351,29885,United Kingdom,2020-12-29,2020,12,29
OU815122,B.1.1.217,29873,United Kingdom,2020-10-05,2020,10,5
OU815159,B.1.1.306,29901,United Kingdom,2020-11-21,2020,11,21
OU815184,B.1.1.274,29899,United Kingdom,2020-05-02,2020,5,2
OU815347,AY.4.2,29890,United Kingdom,2021-05-13,2021,5,13
OU815421,B.1.111,29903,United Kingdom,2020-05-06,2020,5,6
OU815455,B.1.1.67,29870,United Kingdom,2020-09-16,2020,9,16
OU732406,AY.4.9,29890,United Kingdom,2021-07-30,2021,7,30
OU733161,AY.120.2.1,29896,United Kingdom,2021-07-31,2021,7,31
OU737019,AY.46,29893,United Kingdom,2021-07-30,2021,7,30
OU737520,AY.36,29887,United Kingdom,2021-07-30,2021,7,30
OU737749,B.1.1.189,29882,United Kingdom,2021-08-20,2021,8,20
OU737782,AY.4.7,29890,United Kingdom,2021-08-21,2021,8,21
OU737833,AY.34.1,29893,United Kingdom,2021-08-26,2021,8,26
OU737869,AY.125,29890,United Kingdom,2021-07-29,2021,7,29
OU659314,AY.88,29896,United Kingdom,2021-07-25,2021,7,25
OU659634,AY.33,29896,United Kingdom,2021-07-28,2021,7,28
OU660794,AY.4.5,29890,United Kingdom,2021-08-05,2021,8,5
OU662420,AY.33,29890,United Kingdom,2021-08-13,2021,8,13
OU662624,AY.51,29890,United Kingdom,2021-08-07,2021,8,7
OK041127,A.5,29782,United Kingdom,2020-01-29,2020,1,29
OU593375,AY.5,29896,United Kingdom,2020-11-15,2020,11,15
OU593416,AY.46.4,29884,United Kingdom,2021-08-02,2021,8,2
OU593531,AY.10,29890,United Kingdom,2021-08-05,2021,8,5
OU593565,AY.4.2.1,29890,United Kingdom,2021-07-24,2021,7,24
OU593642,AY.99,29896,United Kingdom,2021-07-30,2021,7,30
OU593789,AY.4.6,29896,United Kingdom,2021-07-21,2021,7,21
OU593795,B.1.1.7,29884,United Kingdom,2021-08-01,2021,8,1
OU593808,B.1.1.274,29903,United Kingdom,2020,2020,1,1
OU593904,AY.108,29890,United Kingdom,2021-07-21,2021,7,21
OU594393,AY.34.1.1,29893,United Kingdom,2021-08-02,2021,8,2
OU594642,AY.126,29890,United Kingdom,2021-07-20,2021,7,20
OU562753,B.1.1.217,29903,United Kingdom,2020-08-20,2020,8,20
OU562760,B.1.1.262,29894,United Kingdom,2020-08-01,2020,8,1
OU562761,B.52,29888,United Kingdom,2020-08-04,2020,8,4
OU532597,B.1.177.52,29903,United Kingdom,2020,2020,1,1
OU532788,W.3,29903,United Kingdom,2020,2020,1,1
OU532838,B.1.177.87,29903,United Kingdom,2020,2020,1,1
OU533909,B.1.1.204,29903,United Kingdom,2020,2020,1,1
OU533939,B.1.469,29903,United Kingdom,2020,2020,1,1
OU534302,B.1.36.7,29900,United Kingdom,2020,2020,1,1
OU534435,B.1.1.523,29898,United Kingdom,2021-07-28,2021,7,28
OU534606,B.1.1.193,29903,United Kingdom,2020,2020,1,1
OU534757,B.1.36.39,29903,United Kingdom,2020,2020,1,1
OU489630,B.1.523,29903,United Kingdom,2020-08-04,2020,8,4
OU490044,B.1.258.3,29903,United Kingdom,2020-08-22,2020,8,22
OU490995,B.1.1.262,29894,United Kingdom,2020-07-31,2020,7,31
OU491030,AY.17,29890,United Kingdom,2021-07-18,2021,7,18
OU491040,AY.45,29890,United Kingdom,2021-07-18,2021,7,18
OU491082,B.52,29900,United Kingdom,2020-03-27,2020,3,27
OU491403,AY.58,29890,United Kingdom,2021-07-24,2021,7,24
OU491432,B.1.471,29903,United Kingdom,2020-09-24,2020,9,24
OU447073,B.1.131,29903,United Kingdom,2020-12-18,2020,12,18
OU447263,B.1.1.369,29903,United Kingdom,2020-06-18,2020,6,18
OU447300,B.1.1.41,29903,United Kingdom,2020-06-10,2020,6,10
OU447445,B.1.1.220,29903,United Kingdom,2020-06-25,2020,6,25
OU447481,B.1.523,29903,United Kingdom,2020-09-23,2020,9,23
OU447526,B.1.177.17,29903,United Kingdom,2021-01-05,2021,1,5
OU447625,B.1.1.372,29903,United Kingdom,2020-09-24,2020,9,24
OU447875,B.1.560,29903,United Kingdom,2020-12-29,2020,12,29
OU448141,B.1.1.279,29903,United Kingdom,2020-08-02,2020,8,2
OU448267,B.1.1.301,29903,United Kingdom,2020-08-08,2020,8,8
OU448374,B.1.1.138,29903,United Kingdom,2020-10-08,2020,10,8
OU443512,C.36.3,29896,United Kingdom,2021-05-13,2021,5,13
OU417559,AY.122,29881,United Kingdom,2021-05-22,2021,5,22
OU417611,B.1.177.15,29903,United Kingdom,2021-01-10,2021,1,10
OU417612,AV.1,29885,United Kingdom,2021-05-09,2021,5,9
OU417645,B.1.637,29890,United Kingdom,2021-05-05,2021,5,5
OU417798,B.1.351,29891,United Kingdom,2021-04-29,2021,4,29
OU417833,C.36,29903,United Kingdom,2021-01-15,2021,1,15
OU418014,AD.2,29903,United Kingdom,2020-12-12,2020,12,12
OU418146,AV.1,29885,United Kingdom,2020,2020,1,1
OU418306,B.1.177.54,29903,United Kingdom,2020-12-28,2020,12,28
OU418428,B.1.177.54,29905,United Kingdom,2021-01-09,2021,1,9
OU418610,B.1.36.31,29872,United Kingdom,2021-02-10,2021,2,10
OU418832,B.1.177,29884,United Kingdom,2021-04-15,2021,4,15
OU418835,B.1.177.21,29903,United Kingdom,2020-12-23,2020,12,23
OU418913,AY.111,29890,United Kingdom,2021-05-26,2021,5,26
OU418976,B.1.177.7,29903,United Kingdom,2020-12-07,2020,12,7
OU418994,AY.5,29890,United Kingdom,2021-04-23,2021,4,23
OU419332,AY.46,29890,United Kingdom,2021-06-15,2021,6,15
OU419668,B.1.525,29876,United Kingdom,2021-01-22,2021,1,22
OU419863,B.1.351,29886,United Kingdom,2021-03-28,2021,3,28
OU420090,AY.11,29875,United Kingdom,2021-05-30,2021,5,30
OU420172,B.1.177.87,29903,United Kingdom,2020-12-20,2020,12,20
OU420290,AY.11,29890,United Kingdom,2021-06-24,2021,6,24
OU420436,B.1.1.318,29873,United Kingdom,2021-06-15,2021,6,15
OU420443,B.1.525,29879,United Kingdom,2021-04-24,2021,4,24
OU420498,B.1.177.9,29900,United Kingdom,2021-01-20,2021,1,20
OU420783,B.1.596,29903,United Kingdom,2021-01-14,2021,1,14
OU420958,A.29,29896,United Kingdom,2020,2020,1,1
OU421004,B.1.617,29902,United Kingdom,2021-04-16,2021,4,16
OU421029,B.1.177.60,29903,United Kingdom,2021-02-09,2021,2,9
OU421229,B.1.1.1,29903,United Kingdom,2020-12-28,2020,12,28
OU421278,B.1.177.5,29903,United Kingdom,2020-12-04,2020,12,4
OU421674,C.16,29903,United Kingdom,2021-01-19,2021,1,19
OU421699,B.1.36.17,29899,United Kingdom,2021-01-10,2021,1,10
OU422379,AY.43,29890,United Kingdom,2021-06-30,2021,6,30
OU422487,AY.4.9,29887,United Kingdom,2021-06-11,2021,6,11
OU422688,B.1.1.274,29894,United Kingdom,2020-11-12,2020,11,12
OU422804,B.1.1,29903,United Kingdom,2020-12-23,2020,12,23
OU422947,B.1.177.10,29903,United Kingdom,2021-01-20,2021,1,20
OU423208,B.1.526,29884,United Kingdom,2021-01-21,2021,1,21
OU423351,AV.1,29885,United Kingdom,2021-04-29,2021,4,29
OU423459,B.1.177.19,29903,United Kingdom,2021-01-14,2021,1,14
OU423624,A.29,29893,United Kingdom,2021-05-09,2021,5,9
OU384833,B.1.1.301,29903,United Kingdom,2021-01-17,2021,1,17
OU384842,B.1.36.7,29900,United Kingdom,2021-01-08,2021,1,8
OU385043,B.1.258.3,29903,United Kingdom,2020-11-07,2020,11,7
OU385184,AY.111,29890,United Kingdom,2021-04-30,2021,4,30
OU385243,B.1.177,29870,United Kingdom,2021-05-03,2021,5,3
OU385256,C.16,29903,United Kingdom,2021-02-02,2021,2,2
OU385319,B.1,29884,United Kingdom,2021-05-21,2021,5,21
OU385545,C.36.3,29890,United Kingdom,2020,2020,1,1
OU385565,AD.2,29895,United Kingdom,2021-01-24,2021,1,24
OU385714,B.1.416,29883,United Kingdom,2021-01-12,2021,1,12
OU385737,B.1.177.48,29903,United Kingdom,2020-11-13,2020,11,13
OU385891,P.1.17,29898,United Kingdom,2021-05-06,2021,5,6
OU386139,B.1.389,29840,United Kingdom,2021-03-23,2021,3,23
OU386181,AC.1,29892,United Kingdom,2021-01-13,2021,1,13
OU386248,AY.75,29890,United Kingdom,2021-04-21,2021,4,21
OU386675,Q.4,29885,United Kingdom,2020-12-30,2020,12,30
OU386696,B.1,29903,United Kingdom,2021-03-07,2021,3,7
OU387014,C.36.3,29896,United Kingdom,2021-04-29,2021,4,29
OU387663,B.1.1.294,29903,United Kingdom,2021-03-06,2021,3,6
OU387783,B.1.1.307,29903,United Kingdom,2020-12-06,2020,12,6
OU388005,B.1.36,29903,United Kingdom,2021-03-13,2021,3,13
OU388165,C.30,29894,United Kingdom,2020-12-07,2020,12,7
OU388211,AY.9,29890,United Kingdom,2021-04-27,2021,4,27
OU388370,B.1.177.30,29903,United Kingdom,2020-12-10,2020,12,10
OU388386,AD.2,29903,United Kingdom,2021-02-05,2021,2,5
OU388842,B.1.1.218,29903,United Kingdom,2020-12-12,2020,12,12
OU389378,B.1.177.9,29900,United Kingdom,2020-12-22,2020,12,22
OU389577,B.1.351.3,29888,United Kingdom,2021-03-20,2021,3,20
OU390289,B.1.1,29906,United Kingdom,2021-02-25,2021,2,25
OU390575,AY.122,29890,United Kingdom,2021-04-22,2021,4,22
OU391230,B.1,29882,United Kingdom,2021-04-19,2021,4,19
OU391272,AZ.4,29873,United Kingdom,2021-04-30,2021,4,30
OU391341,B.1.1.317,29903,United Kingdom,2020-12-24,2020,12,24
OU391419,B.1.208,29899,United Kingdom,2020-12-03,2020,12,3
OU391550,B.1.177.87,29903,United Kingdom,2021-02-05,2021,2,5
OU391753,Q.1,29884,United Kingdom,2021-06-06,2021,6,6
OU392009,B.1.177.7,29903,United Kingdom,2021-01-09,2021,1,9
OU392198,B.1.177.82,29903,United Kingdom,2021-01-10,2021,1,10
OU392416,P.1.16,29898,United Kingdom,2021-04-29,2021,4,29
OU392946,B.1.1.204,29903,United Kingdom,2020-12-07,2020,12,7
OU393227,AM.3,29903,United Kingdom,2020-12-01,2020,12,1
OU393397,B.1.36.28,29903,United Kingdom,2020-12-30,2020,12,30
OU393732,AY.70,29890,United Kingdom,2021-04-22,2021,4,22
OU394233,B.1.621,29902,United Kingdom,2021-05-23,2021,5,23
OU394407,A.27,29903,United Kingdom,2021-01-29,2021,1,29
OU394563,AM.3,29903,United Kingdom,2020-11-25,2020,11,25
OU394745,B.1.525,29828,United Kingdom,2021-05-04,2021,5,4
OU394751,B.1.1.50,29903,United Kingdom,2020-11-10,2020,11,10
OU395362,B.3,29903,United Kingdom,2020-10-05,2020,10,5
OU395906,B.1.208,29902,United Kingdom,2020-06-14,2020,6,14
OU396437,B.1.1.204,29903,United Kingdom,2020-11-16,2020,11,16
OU396539,AZ.4,29872,United Kingdom,2021-05-11,2021,5,11
OU396884,B.1.1.413,29897,United Kingdom,2021-05-02,2021,5,2
OU347684,B.1.1.1,29903,United Kingdom,2020-11-30,2020,11,30
OU347842,AY.1,29897,United Kingdom,2021-04-24,2021,4,24
OU348289,B.1.617.2,29890,United Kingdom,2020-07-07,2020,7,7
OU032097,Z.1,29903,United Kingdom,2020-06-02,2020,6,2
OU032128,B.1.1.217,29903,United Kingdom,2020-11-25,2020,11,25
OU032165,B.1.177.17,29848,United Kingdom,2020-06-02,2020,6,2
OU032181,B.1.177.58,29903,United Kingdom,2021-01-30,2021,1,30
OU032186,B.1.36.9,29900,United Kingdom,2020-12-16,2020,12,16
OU032258,B.1.177,29903,United Kingdom,2020-06-01,2020,6,1
OU032293,B.1.177.55,29903,United Kingdom,2021-02-09,2021,2,9
OU032403,B.1.177.4,29891,United Kingdom,2020-06-03,2020,6,3
OU032443,B.1.221.1,29903,United Kingdom,2020-12-27,2020,12,27
OU032466,B.1.277,29903,United Kingdom,2020-04-16,2020,4,16
OU032528,AY.57,29884,United Kingdom,2021-01-30,2021,1,30
OU032552,B.1.1.153,29903,United Kingdom,2021-01-08,2021,1,8
OU029404,B.1.1.149,29901,United Kingdom,2020-11-25,2020,11,25
